Experiment.ID,Library.ID,Library.type,Gene.ID,Anatomical.entity.ID,Anatomical.entity.name,Stage.ID,Stage.name,Sex,Strain,Read.count,TPM,FPKM,Rank,Detection.flag,pValue,State.in.Bgee
GSE30611,ERX011211,single,ENSG00000000003,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,8729.9353,42.302667,39.373125,1490,present,2.64185413407473e-14,Part of a call
GSE30611,ERX011211,single,ENSG00000000005,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000000419,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1232.9984,20.287141,18.882217,2795,present,2.71095374131153e-12,Part of a call
GSE30611,ERX011211,single,ENSG00000000457,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,892.25883,2.959166,2.754238,8811,present,7.9420093406038e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000000460,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,282.0086,1.122282,1.044562,11896,present,5.16933106336888e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000000938,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,425.00019,3.108334,2.893076,8629,present,6.31235070218517e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000000971,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,123544.4369,569.666984,530.21643099999994,154,present,8.6812375e-23,Part of a call
GSE30611,ERX011211,single,ENSG00000001036,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3341.962,22.949546,21.360245,2531,present,1.28078705075579e-12,Part of a call
GSE30611,ERX011211,single,ENSG00000001084,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,6578.59504,30.43843,28.330509,2009,present,2.20656207758721e-13,Part of a call
GSE30611,ERX011211,single,ENSG00000001167,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,567.9264,2.506023,2.332476,9363,present,1.70391828098201e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000001460,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,82.515701,0.472159,0.439461,14557,present,1.22729135634256e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000001461,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,422.53826,1.36866,1.273878,11288,present,2.32169074730561e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000001497,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1163.009822,8.206325,7.638021,5310,present,4.75727510835755e-10,Part of a call
GSE30611,ERX011211,single,ENSG00000001561,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,939,2.934841,2.731598,8844,present,8.25272131074189e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000001617,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,243.00041,1.565661,1.457236,10876,present,1.32854554079718e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000001626,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,230.00006,1.040136,0.968105,12114,present,6.97223447193773e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000001629,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,824.999711,2.14752,1.9988,9893,present,3.40195071302018e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000001630,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,11951.29846,57.031921,53.082349,1133,present,3.5947175804529906e-15,Part of a call
GSE30611,ERX011211,single,ENSG00000001631,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,874.53122,6.046963,5.628199,6314,present,2.3806888369187503e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000002016,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,208.92932,1.709977,1.5915570000000001,10618,present,9.14940916276539e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000002079,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000002330,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,552.62242,11.150345,10.378162,4304,present,8.829347187987029e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000002549,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,4442.83679,37.449203,34.855772,1667,present,5.85037279548575e-14,Part of a call
GSE30611,ERX011211,single,ENSG00000002586,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,7417.99764,116.424362,108.361747,603,present,2.3589144191240998e-17,Part of a call
GSE30611,ERX011211,single,ENSG00000002587,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,31,0.064337,0.059882,21330,present,0.0252060149261598,Part of a call
GSE30611,ERX011211,single,ENSG00000002726,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,62.99996,0.372056,0.34629,15336,present,2.67619570990984e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000002745,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3,0.014641,0.013627,23886,absent,0.246337468273229,Part of a call
GSE30611,ERX011211,single,ENSG00000002746,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,4,0.006378,0.005936,24365,absent,0.510806228198307,Part of a call
GSE30611,ERX011211,single,ENSG00000002822,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,236.000459,5.177194,4.818663,6849,present,5.262835022726351e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000002834,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,8345.0338,34.205666,31.836856,1828,present,1.04912435881648e-13,Part of a call
GSE30611,ERX011211,single,ENSG00000002919,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,795.99995,5.596815,5.209224,6584,present,3.5420989305932304e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000002933,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,40696.999,791.685634,736.859855,111,present,5.157164e-24,Part of a call
GSE30611,ERX011211,single,ENSG00000003056,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3638.4714,28.045126,26.102946,2153,present,3.69625100359866e-13,Part of a call
GSE30611,ERX011211,single,ENSG00000003096,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,65,0.319368,0.297252,15857,present,4.32006584873528e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000003137,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,66.999963,0.279687,0.260319,16291.5,present,6.46399257710714e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000003147,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1306.999503,12.255727,11.406994,4011,present,5.18170204530402e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000003249,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,41,0.376559,0.350482,15301,present,2.57529947125149e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000003393,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1881.98931,6.168601,5.741414,6243,present,2.14772972051148e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000003400,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,810.205359,2.464629,2.293949,9419,present,1.83741974882695e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000003402,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,4887.921183,20.706207,19.272262,2741,present,2.39582917255146e-12,Part of a call
GSE30611,ERX011211,single,ENSG00000003436,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,16554.9602,81.336966,75.704222,830,present,3.08925745840172e-16,Part of a call
GSE30611,ERX011211,single,ENSG00000003509,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,766.478333,6.128233,5.703841,6264,present,2.2219840631399e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000003756,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1870.60089,11.813706,10.995584,4130,present,6.37902881259738e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000003987,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,124.15537,0.387589,0.360748,15202,present,2.34757214913154e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000003989,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,19727.990561,37.796216,35.178755,1654,present,5.51066797983371e-14,Part of a call
GSE30611,ERX011211,single,ENSG00000004059,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2340.28016,43.805851,40.77221,1439,present,2.09951353166013e-14,Part of a call
GSE30611,ERX011211,single,ENSG00000004139,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,216.77721,1.855226,1.726748,10384,present,6.44889372872566e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000004142,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,10410.74,76.00222,70.738917,883,present,4.97286309477604e-16,Part of a call
GSE30611,ERX011211,single,ENSG00000004399,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1690.99994,14.903539,13.87144,3501,present,1.68508447838754e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000004455,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,9260.35595,83.407707,77.631561,818,present,2.58745662697858e-16,Part of a call
GSE30611,ERX011211,single,ENSG00000004468,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,513.00021,2.164473,2.014579,9863,present,3.28558410410468e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000004478,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,5173.84888,23.038744,21.443266,2522,present,1.25071542102661e-12,Part of a call
GSE30611,ERX011211,single,ENSG00000004487,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1565,11.046275,10.281299,4336,present,9.305367903194249e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000004534,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1505.000386,11.357516,10.570986,4242,present,7.96291064571708e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000004660,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,42.99996,0.194274,0.18082,17516,present,0.00183714604892007,Part of a call
GSE30611,ERX011211,single,ENSG00000004700,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,757.9607,2.980127,2.773747,8792,present,7.68535484514731e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000004766,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,573.05083,3.751198,3.491421,7954,present,2.58244244219436e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000004776,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,822.169,10.008738,9.315613,4648,present,1.6105908603665401e-10,Part of a call
GSE30611,ERX011211,single,ENSG00000004777,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,25.845748,0.141421,0.131627,18613,present,0.00423978239691101,Part of a call
GSE30611,ERX011211,single,ENSG00000004779,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2870.00295,90.599979,84.325753,760,present,1.4393613287052199e-16,Part of a call
GSE30611,ERX011211,single,ENSG00000004799,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,9462.0024,39.913369,37.14929,1588,present,3.86549952908113e-14,Part of a call
GSE30611,ERX011211,single,ENSG00000004809,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000004838,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2.09894,0.020789,0.01935,23572,absent,0.161826453465776,Part of a call
GSE30611,ERX011211,single,ENSG00000004846,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2,0.014313,0.013322,23909,absent,0.25250455950698403,Part of a call
GSE30611,ERX011211,single,ENSG00000004848,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000004864,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,7089.99836,35.675838,33.205217,1756,present,8.004224820070321e-14,Part of a call
GSE30611,ERX011211,single,ENSG00000004866,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2117.653298,14.792914,13.768475,3522,present,1.75965463455585e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000004897,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2629.99878,10.804374,10.05615,4407,present,1.05314038941583e-10,Part of a call
GSE30611,ERX011211,single,ENSG00000004939,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,14.0439,0.059297,0.05519,21619,present,0.0296178615179281,Part of a call
GSE30611,ERX011211,single,ENSG00000004948,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3,0.027552,0.025644,23214,absent,0.109598518804143,Part of a call
GSE30611,ERX011211,single,ENSG00000004961,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,934.999,10.714571,9.972566,4431,present,1.10332331525421e-10,Part of a call
GSE30611,ERX011211,single,ENSG00000004975,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,278.99994,2.02877,1.888274,10085,present,4.37025743693473e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000005001,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,4,0.160674,0.149547,18185,present,0.00305433312222273,Part of a call
GSE30611,ERX011211,single,ENSG00000005007,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2334.995793,8.108811,7.54726,5340,present,5.07323511504425e-10,Part of a call
GSE30611,ERX011211,single,ENSG00000005020,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,983.416,3.776905,3.5153470000000002,7934,present,2.49874676975133e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000005022,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,12513.7477,177.225333,164.952132,422,present,1.028605745688e-18,Part of a call
GSE30611,ERX011211,single,ENSG00000005059,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,115.99991,0.819083,0.76236,12832,present,1.73882553931011e-5,Part of a call
GSE30611,ERX011211,single,ENSG00000005073,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000005075,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,940.2747,19.397868,18.054528,2892,present,3.55069885788318e-12,Part of a call
GSE30611,ERX011211,single,ENSG00000005100,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,895.99508,2.485914,2.31376,9385,present,1.7672842336537e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000005102,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1,0.015063,0.01402,23873,absent,0.238715296609301,Part of a call
GSE30611,ERX011211,single,ENSG00000005108,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,164.757213,0.249997,0.232684,16639,present,9.00375965777242e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000005156,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,982.453335,3.982005,3.706243,7759,present,1.93392176646133e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000005175,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,725.00008,3.629879,3.378503,8092,present,3.02484742737836e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000005187,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3021.938205,41.932057,39.02818,1511,present,2.79897714994191e-14,Part of a call
GSE30611,ERX011211,single,ENSG00000005189,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,21,0.131393,0.122294,18876,present,0.00509612490725217,Part of a call
GSE30611,ERX011211,single,ENSG00000005194,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1371.57883,14.831817,13.804684,3514,present,1.7329999167223197e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000005206,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,548.63615,3.437338,3.199296,8285,present,3.92473569465133e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000005238,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,307.999998,1.797421,1.672946,10489,present,7.39102130058497e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000005243,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1189.9998,32.766368,30.497233,1889,present,1.38127223727425e-13,Part of a call
GSE30611,ERX011211,single,ENSG00000005249,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,452,1.831136,1.704327,10433,present,6.82298535002053e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000005302,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,638.724656,5.624661,5.235142,6565,present,3.4534398136571803e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000005339,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1768.99736,3.617527,3.367007,8107,present,3.07467286676258e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000005379,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,61.99996,0.329681,0.30685,15754,present,3.9154661427171e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000005381,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,42.999957,0.419575,0.390519,14956,present,1.81494822646002e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000005421,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,22086.9915,358.900573,334.046006,238,present,3.9995162529999996e-21,Part of a call
GSE30611,ERX011211,single,ENSG00000005436,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1176.5609,16.037328,14.926712,3333,present,1.0981773817529298e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000005448,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,96.00785,2.476265,2.304779,9403,present,1.79865925314373e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000005469,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1580.0013,10.468033,9.743101,4511,present,1.25598338678399e-10,Part of a call
GSE30611,ERX011211,single,ENSG00000005471,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,8570.36369,70.442407,65.564132,951,present,8.44109900958249e-16,Part of a call
GSE30611,ERX011211,single,ENSG00000005483,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1414.00053,4.104084,3.819868,7648,present,1.66920352844822e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000005486,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3237.00339,42.052935,39.140687,1500,present,2.7465968588187e-14,Part of a call
GSE30611,ERX011211,single,ENSG00000005513,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,4,0.020975,0.019522,23565,absent,0.159965385861733,Part of a call
GSE30611,ERX011211,single,ENSG00000005700,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,7189.8622,23.263596,21.652546,2504,present,1.17842390558829e-12,Part of a call
GSE30611,ERX011211,single,ENSG00000005801,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,680.225131,3.983855,3.707965,7755,present,1.92955395011588e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000005810,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2271.0966,11.145416,10.373574,4305,present,8.85112331265945e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000005812,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2445.4644,10.659913,9.921693,4446,present,1.13523820482152e-10,Part of a call
GSE30611,ERX011211,single,ENSG00000005844,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,499.99971,3.707974,3.45119,8001,present,2.73071899312729e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000005882,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1552.62093,13.914779,12.951153,3682,present,2.5072446510145898e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000005884,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,117.00934,1.386419,1.290406,11253,present,2.20192367599274e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000005889,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1261.531802,3.035803,2.825567,8719,present,7.04967874414551e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000005893,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,14400.0129,73.286412,68.211185,914,present,6.41057701192037e-16,Part of a call
GSE30611,ERX011211,single,ENSG00000005961,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,7.999998,0.054058,0.050314,21901,present,0.0353770351871666,Part of a call
GSE30611,ERX011211,single,ENSG00000005981,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,50.48972,0.780258,0.726223,12981,present,2.08347488339984e-5,Part of a call
GSE30611,ERX011211,single,ENSG00000006007,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2830.5376,18.865098,17.558653,2957,present,4.19565142213963e-12,Part of a call
GSE30611,ERX011211,single,ENSG00000006015,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,473.99545,14.719743,13.700372,3537,present,1.81106978555276e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000006016,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,37.675558,0.599672,0.558143,13817,present,5.39476570600339e-5,Part of a call
GSE30611,ERX011211,single,ENSG00000006025,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,32.99997,0.412732,0.384149,15010,present,1.91513768174534e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000006042,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,427.0005,4.44247,4.13482,7395,present,1.13087284661447e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000006047,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,26.99997,0.220668,0.205386,17082,present,0.00128839447526083,Part of a call
GSE30611,ERX011211,single,ENSG00000006059,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000006062,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,280.2768,1.160256,1.079906,11787,present,4.52890921144358e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000006071,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,8,0.354275,0.329741,15518,present,3.12594154823421e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000006116,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000006118,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,16,0.364216,0.338993,15414,present,2.8637923131931e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000006125,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3351.9476,9.729953,9.056135,4731,present,1.8821794138980301e-10,Part of a call
GSE30611,ERX011211,single,ENSG00000006128,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3,0.052572,0.048931,21981,present,0.0372818517260015,Part of a call
GSE30611,ERX011211,single,ENSG00000006194,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,729.099,4.980941,4.636001,6971,present,6.394083615618111e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000006210,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,283.0264,1.371356,1.276386,11281,present,2.30299506531167e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000006282,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,723.00035,4.591369,4.273407,7272,present,9.60453228982124e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000006283,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1.002077,0.002482,0.00231,24513,absent,0.798703822412312,Part of a call
GSE30611,ERX011211,single,ENSG00000006327,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,281.9996,5.513944,5.132093,6636,present,3.82227577494523e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000006377,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000006432,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,387.755,0.552812,0.514529,14050,present,7.168266891732e-5,Part of a call
GSE30611,ERX011211,single,ENSG00000006451,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1361.9961,7.614136,7.086842,5556,present,7.10541703490094e-10,Part of a call
GSE30611,ERX011211,single,ENSG00000006453,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,938.087262,3.946445,3.673146,7792,present,2.0201325990812e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000006459,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1571.005,2.587484,2.408296,9263,present,1.4734136696879e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000006468,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,613.99999,1.730826,1.610963,10593,present,8.68845173401492e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000006530,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,776.892845,4.891878,4.553106,7038,present,7.000121893159831e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000006534,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,215,1.275682,1.187339,11499,present,3.09325459940515e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000006555,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,100.89424,0.498907,0.464357,14371,present,1.01906815822285e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000006576,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,470.000488,1.49983,1.395964,10996,present,1.59009106598866e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000006606,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2,0.096668,0.089974,19986,present,0.0105593605485975,Part of a call
GSE30611,ERX011211,single,ENSG00000006607,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,627.65663,4.223565,3.931075,7553,present,1.45038747041769e-8,Part of a call
GSE30611,ERX011211,single,ENSG00000006611,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,24.99997,1.16178,1.081324,11782,present,4.50526842656418e-6,Part of a call
GSE30611,ERX011211,single,ENSG00000006625,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1269.7378,20.598534,19.172046,2759,present,2.47259762799453e-12,Part of a call
GSE30611,ERX011211,single,ENSG00000006634,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,232.00039,1.828386,1.701767,10439,present,6.86742850968119e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000006638,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,276.765733,2.12285,1.975839,9939,present,3.58020138375111e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000006652,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1075.930151,9.070072,8.441952,4984,present,2.76578889557885e-10,Part of a call
GSE30611,ERX011211,single,ENSG00000006659,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,0,0,0,32341,absent,1,Part of a call
GSE30611,ERX011211,single,ENSG00000006695,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,648.01869,4.881484,4.543432,7044,present,7.075154694677821e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000006704,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,122.0801,2.419107,2.251579,9471,present,1.9987551589087e-7,Part of a call
GSE30611,ERX011211,single,ENSG00000006712,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1739.9986,17.907607,16.66747,3079,present,5.7243535658210296e-12,Part of a call
GSE30611,ERX011211,single,ENSG00000006715,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,1537.99924,6.495595,6.045762,6078,present,1.6421102339774802e-9,Part of a call
GSE30611,ERX011211,single,ENSG00000006740,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,107,0.397029,0.369534,15138,present,2.17223336474496e-4,Part of a call
GSE30611,ERX011211,single,ENSG00000006744,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,2328.291479,13.408601,12.480029,3779,present,3.10270174363846e-11,Part of a call
GSE30611,ERX011211,single,ENSG00000006747,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,6.28358,0.009424,0.008771,24194.5,absent,0.379041162238765,Part of a call
GSE30611,ERX011211,single,ENSG00000006756,0002107,liver,HsapDv:0000131,37-year-old stage,male,White,3206.23054,10.527209,9.798179,4489,present,1.21723370298354e-10,Part of a call
