gene_name,family,species_label,container,n_samples,mean_rel_exp,median_rel_exp,max_rel_exp
ABCB1,ABC,Dog,BloodCells,1,0.006618802346652822,0.006618802346652822,0.006618802346652822
ABCB1,ABC,Dog,Bone,1,0.003985708528721648,0.003985708528721648,0.003985708528721648
ABCB1,ABC,Dog,Brain,43,0.0454729848290501,0.031177035689358878,0.12987845323295455
ABCB1,ABC,Dog,Breasts,2,0.011209461914656755,0.011209461914656755,0.01755728062462113
ABCB1,ABC,Dog,Caecum,13,0.04712078851529565,0.013911810870636724,0.2536882092405053
ABCB1,ABC,Dog,Cartilage,1,0.01006183422539399,0.01006183422539399,0.01006183422539399
ABCB1,ABC,Dog,ColonAscendens,13,0.04712078851529565,0.013911810870636724,0.2536882092405053
ABCB1,ABC,Dog,ColonDescendens,13,0.04712078851529565,0.013911810870636724,0.2536882092405053
ABCB1,ABC,Dog,ColonSigmoid,13,0.04712078851529565,0.013911810870636724,0.2536882092405053
ABCB1,ABC,Dog,ColonTransversum,13,0.04712078851529565,0.013911810870636724,0.2536882092405053
ABCB1,ABC,Dog,Duodenum,2,0.05219541645787279,0.05219541645787279,0.09300512709790394
ABCB1,ABC,Dog,Embryo,1,0.026953290865007896,0.026953290865007896,0.026953290865007896
ABCB1,ABC,Dog,Eye,1,0.15758714489503647,0.15758714489503647,0.15758714489503647
ABCB1,ABC,Dog,Fat,9,0.010643813051121467,0.008318709258604416,0.023207616441801467
ABCB1,ABC,Dog,Gonads,23,0.01944310821756442,0.01651783089061416,0.04209388659356393
ABCB1,ABC,Dog,Heart,23,0.0023829902562977835,0.0019545380115799154,0.00801649524862113
ABCB1,ABC,Dog,Kidney,13,0.03537247594879058,0.013793331314377934,0.10591581615126215
ABCB1,ABC,Dog,LargeIntestine,13,0.04712078851529565,0.013911810870636724,0.2536882092405053
ABCB1,ABC,Dog,LowerIleum,2,0.05219541645787279,0.05219541645787279,0.09300512709790394
ABCB1,ABC,Dog,LowerJejunum,3,0.18578345478173536,0.09300512709790394,0.4529595314294605
ABCB1,ABC,Dog,Lung,15,0.01402723395668775,0.012111321523672077,0.024537070986897763
