gene_name,family,species_label,container,n_samples,mean_rel_exp,median_rel_exp,max_rel_exp
CYP2C9,CYP,Macaque,ColonAscendens,3,0.027215556786344384,0.023804909594280374,0.048710686369188724
CYP2C9,CYP,Macaque,ColonDescendens,3,0.027215556786344384,0.023804909594280374,0.048710686369188724
CYP2C9,CYP,Macaque,ColonSigmoid,3,0.027215556786344384,0.023804909594280374,0.048710686369188724
CYP2C9,CYP,Macaque,ColonTransversum,3,0.027215556786344384,0.023804909594280374,0.048710686369188724
CYP2C9,CYP,Macaque,Fibroblast,1,2.994095797817591e-5,2.994095797817591e-5,2.994095797817591e-5
CYP2C9,CYP,Macaque,Gonads,46,0.0017665383711671606,0.00137977164552512,0.006203139103398422
CYP2C9,CYP,Macaque,Heart,42,6.228181828659162e-4,1.857678187808538e-4,0.007452142925616088
CYP2C9,CYP,Macaque,Kidney,58,0.00689626535359139,0.005054933790207844,0.03160830439086852
CYP2C9,CYP,Macaque,LargeIntestine,3,0.027215556786344384,0.023804909594280374,0.048710686369188724
CYP2C9,CYP,Macaque,LowerIleum,1,0.05689034045083235,0.05689034045083235,0.05689034045083235
CYP2C9,CYP,Macaque,Lung,11,0.004866620430856416,0.004568523751036858,0.01701187512587576
CYP2C9,CYP,Macaque,Muscle,12,2.46064583148186e-4,1.9913083832834525e-4,6.482348898036043e-4
CYP2C9,CYP,Macaque,Pericentral,85,0.25725998478954737,0.2280936541327328,1
CYP2C9,CYP,Macaque,Periportal,85,0.25725998478954737,0.2280936541327328,1
CYP2C9,CYP,Macaque,Rectum,3,0.027215556786344384,0.023804909594280374,0.048710686369188724
CYP2C9,CYP,Macaque,SmallIntestine,1,0.05689034045083235,0.05689034045083235,0.05689034045083235
CYP2C9,CYP,Macaque,Undefined,24,0.0028135563515137223,0.002639860491170349,0.005583525921064373
CYP2C9,CYP,Macaque,UpperIleum,1,0.05689034045083235,0.05689034045083235,0.05689034045083235
CYP2D6,CYP,Human,BloodCells,487,0.007060393442079734,0.0056008130114550995,0.04688344681897929
CYP2D6,CYP,Human,Bone,12,0.007152887277252402,0.006819973210829661,0.011845100149539366
CYP2D6,CYP,Human,Brain,1598,0.007809517876144666,0.004832555786184447,0.07602941772017226
CYP2D6,CYP,Human,Breasts,39,0.004997048828793654,0.0033867282270447245,0.012945432396453018
CYP2D6,CYP,Human,Caecum,33,0.014388794931375945,0.003392313844243508,0.06272113524457967
CYP2D6,CYP,Human,Cartilage,5,0.006744418952918863,0.005513058349183127,0.014400167155954163
CYP2D6,CYP,Human,ColonAscendens,33,0.014388794931375945,0.003392313844243508,0.06272113524457967
CYP2D6,CYP,Human,ColonDescendens,33,0.014388794931375945,0.003392313844243508,0.06272113524457967
CYP2D6,CYP,Human,ColonSigmoid,142,0.0058160298020263936,0.0028409933221001,0.06272113524457967
CYP2D6,CYP,Human,ColonTransversum,155,0.007348900243122254,0.004909188124571682,0.06272113524457967
CYP2D6,CYP,Human,Duodenum,26,0.03184130309484412,0.011934848697157724,0.2160639739356134
CYP2D6,CYP,Human,Embryo,53,0.021758714659704463,0.020859464537529758,0.06071972367222276
CYP2D6,CYP,Human,Endometrium,141,0.011392421265668317,0.008836949001964205,0.0370133589517367
CYP2D6,CYP,Human,Esophagus,11,0.002364792105833711,0.002433602051734151,0.004670373610516614
CYP2D6,CYP,Human,Eye,45,0.0026918405601191655,0.0021771455822838675,0.007991062715470792
CYP2D6,CYP,Human,Fat,763,0.0020793529764364127,0.0017073844979063506,0.017756574692266304
CYP2D6,CYP,Human,GallBladder,7,0.005725259542722839,0.005090461127874374,0.010145418057945478
CYP2D6,CYP,Human,Gonads,382,0.014248373873388115,0.011380806779249259,0.07353302788501617
CYP2D6,CYP,Human,Heart,297,0.001202736176809119,8.003176054747964e-4,0.007959981613420389
CYP2D6,CYP,Human,Kidney,99,0.004910349595922311,0.0029100344723891505,0.023521122207250285
CYP2D6,CYP,Human,LargeIntestine,273,0.005652840555873151,0.0039934664034863,0.06272113524457967
CYP2D6,CYP,Human,LowerIleum,22,0.029235994570197325,0.006761651207231115,0.2160639739356134
CYP2D6,CYP,Human,LowerJejunum,22,0.029235994570197325,0.006761651207231115,0.2160639739356134
CYP2D6,CYP,Human,Lung,65,0.004804239378242402,0.003946928515767347,0.01567222168281172
CYP2D6,CYP,Human,LymphNode,103,0.02240936700662736,0.01310180469257724,0.12187441187909402
CYP2D6,CYP,Human,Muscle,383,7.26339712841192e-4,5.883145158239756e-4,0.003638268957619781
CYP2D6,CYP,Human,Myometrium,58,0.004863352166708233,0.0023380636119851484,0.020008795319869054
CYP2D6,CYP,Human,Pancreas,138,0.0041224314570123205,0.00374454486321319,0.04093043540084698
CYP2D6,CYP,Human,Pericentral,134,0.12103966260138585,0.08028531964265201,1
CYP2D6,CYP,Human,Periportal,134,0.12103966260138585,0.08028531964265201,1
CYP2D6,CYP,Human,Placenta,8,0.00156590541881272,0.0018900586710303615,0.0030575807249386615
CYP2D6,CYP,Human,Plasma,314,0.001802902770262866,0.0016698306057911015,0.008869671122205982
CYP2D6,CYP,Human,Rectum,37,0.013173910806835745,0.003392313844243508,0.06272113524457967
CYP2D6,CYP,Human,SalivaryGland,51,0.005999719089883,0.005354829955934791,0.013716681989012248
CYP2D6,CYP,Human,Skin,436,0.007155997057087722,0.006310317771200207,0.02842005670996141
CYP2D6,CYP,Human,SmallIntestine,26,0.03184130309484412,0.011934848697157724,0.2160639739356134
CYP2D6,CYP,Human,Spleen,88,0.009468134987468112,0.00833086124133392,0.05257461138181739
CYP2D6,CYP,Human,Stomach,144,0.004026312731938878,0.0036321122239010182,0.014129141128754498
CYP2D6,CYP,Human,Thyroid,202,0.016345276482295636,0.014831599785056108,0.04755563938998155
CYP2D6,CYP,Human,Undefined,312,0.0063548664549409675,0.005036939844295486,0.04703504084699662
CYP2D6,CYP,Human,UpperIleum,22,0.029235994570197325,0.006761651207231115,0.2160639739356134
CYP2D6,CYP,Human,UpperJejunum,22,0.029235994570197325,0.006761651207231115,0.2160639739356134
CYP2D6,CYP,Macaque,Brain,572,0.001574136262741228,0.001065080454256337,0.012101188356169157
CYP2D6,CYP,Macaque,Caecum,1,8.722069865847504e-4,8.722069865847504e-4,8.722069865847504e-4
CYP2D6,CYP,Macaque,ColonAscendens,1,8.722069865847504e-4,8.722069865847504e-4,8.722069865847504e-4
CYP2D6,CYP,Macaque,ColonDescendens,1,8.722069865847504e-4,8.722069865847504e-4,8.722069865847504e-4
CYP2D6,CYP,Macaque,ColonSigmoid,1,8.722069865847504e-4,8.722069865847504e-4,8.722069865847504e-4
CYP2D6,CYP,Macaque,ColonTransversum,1,8.722069865847504e-4,8.722069865847504e-4,8.722069865847504e-4
CYP2D6,CYP,Macaque,Fat,1,3.348433932512025e-5,3.348433932512025e-5,3.348433932512025e-5
CYP2D6,CYP,Macaque,Gonads,33,0.0017816270177045967,0.0013642796632909926,0.0055758568255343715
CYP2D6,CYP,Macaque,Heart,32,0.00033490134878125293,1.812146505542403e-4,0.0016782416219185486
CYP2D6,CYP,Macaque,Kidney,43,7.349107732064637e-4,4.190413449112635e-4,0.0030485788418438044
CYP2D6,CYP,Macaque,LargeIntestine,1,8.722069865847504e-4,8.722069865847504e-4,8.722069865847504e-4
CYP2D6,CYP,Macaque,LowerIleum,1,0.0014424989045187266,0.0014424989045187266,0.0014424989045187266
CYP2D6,CYP,Macaque,Lung,7,0.002514504768032932,0.001793804081245037,0.008162397200417951
CYP2D6,CYP,Macaque,Muscle,10,3.708371506844392e-4,2.3902015115481097e-4,8.54347608794588e-4
CYP2D6,CYP,Macaque,Pericentral,82,0.11360892777246125,0.07593918537053068,1
CYP2D6,CYP,Macaque,Periportal,82,0.11360892777246125,0.07593918537053068,1
CYP2D6,CYP,Macaque,Rectum,1,8.722069865847504e-4,8.722069865847504e-4,8.722069865847504e-4
CYP2D6,CYP,Macaque,SmallIntestine,1,0.0014424989045187266,0.0014424989045187266,0.0014424989045187266
CYP2D6,CYP,Macaque,Spleen,5,0.0010611779249038301,7.324779400690761e-4,0.003032206101330598
CYP2D6,CYP,Macaque,Undefined,20,0.0011526238379322867,5.30067913112037e-4,0.005071395561786083
CYP2D6,CYP,Macaque,UpperIleum,1,0.0014424989045187266,0.0014424989045187266,0.0014424989045187266
CYP2D6,CYP,Dog,BloodCells,1,0.007011779122817007,0.007011779122817007,0.007011779122817007
CYP2D6,CYP,Dog,Bone,1,3.2528229290387876e-4,3.2528229290387876e-4,3.2528229290387876e-4
CYP2D6,CYP,Dog,Brain,42,0.002848749254097948,0.0016238006199659528,0.02612391340689086
CYP2D6,CYP,Dog,Breasts,2,0.0012216495740357224,0.0012216495740357224,0.0019094161634226618
CYP2D6,CYP,Dog,Caecum,8,6.999878082307044e-4,8.120271285743362e-4,0.0012506865097621697
CYP2D6,CYP,Dog,Cartilage,1,9.26183761904519e-4,9.26183761904519e-4,9.26183761904519e-4
CYP2D6,CYP,Dog,ColonAscendens,8,6.999878082307044e-4,8.120271285743362e-4,0.0012506865097621697
CYP2D6,CYP,Dog,ColonDescendens,8,6.999878082307044e-4,8.120271285743362e-4,0.0012506865097621697
CYP2D6,CYP,Dog,ColonSigmoid,8,6.999878082307044e-4,8.120271285743362e-4,0.0012506865097621697
CYP2D6,CYP,Dog,ColonTransversum,8,6.999878082307044e-4,8.120271285743362e-4,0.0012506865097621697
CYP2D6,CYP,Dog,Duodenum,2,1.618765129863116e-4,1.618765129863116e-4,2.0992420885666794e-4
CYP2D6,CYP,Dog,Embryo,1,0.0036091514405383477,0.0036091514405383477,0.0036091514405383477
CYP2D6,CYP,Dog,Eye,1,0.003357332654543756,0.003357332654543756,0.003357332654543756
CYP2D6,CYP,Dog,Fat,3,1.9728760839277768e-4,1.997796082790673e-4,2.169402882903516e-4
CYP2D6,CYP,Dog,Gonads,22,0.0016448636706780447,0.0013536439019465893,0.004291155160860101
CYP2D6,CYP,Dog,Heart,10,4.5188219422743174e-4,4.2885438669502637e-4,0.0013343379808924765
CYP2D6,CYP,Dog,Kidney,12,0.009181322600705427,0.0027548703006255175,0.04613704253178463
CYP2D6,CYP,Dog,LargeIntestine,8,6.999878082307044e-4,8.120271285743362e-4,0.0012506865097621697
CYP2D6,CYP,Dog,LowerIleum,2,1.618765129863116e-4,1.618765129863116e-4,2.0992420885666794e-4
CYP2D6,CYP,Dog,LowerJejunum,2,1.618765129863116e-4,1.618765129863116e-4,2.0992420885666794e-4
CYP2D6,CYP,Dog,Lung,13,0.001397360610779944,0.0010314424924500324,0.0035180606945483836
CYP2D6,CYP,Dog,LymphNode,1,0.0021560831057956865,0.0021560831057956865,0.0021560831057956865
CYP2D6,CYP,Dog,Muscle,4,5.311921171124492e-4,4.07019790907083e-4,0.0010812186195830146
CYP2D6,CYP,Dog,Pancreas,1,0.010463161634999829,0.010463161634999829,0.010463161634999829
CYP2D6,CYP,Dog,Pericentral,28,0.4913897413860836,0.48587498083870506,1
CYP2D6,CYP,Dog,Periportal,28,0.4913897413860836,0.48587498083870506,1
CYP2D6,CYP,Dog,Rectum,8,6.999878082307044e-4,8.120271285743362e-4,0.0012506865097621697
CYP2D6,CYP,Dog,SalivaryGland,1,7.239352872120926e-4,7.239352872120926e-4,7.239352872120926e-4
CYP2D6,CYP,Dog,Skin,13,8.188697458366188e-4,3.825445293460114e-4,0.005334346382467625
CYP2D6,CYP,Dog,SmallIntestine,2,1.618765129863116e-4,1.618765129863116e-4,2.0992420885666794e-4
CYP2D6,CYP,Dog,Spleen,12,0.004991146376610374,0.0033686597478995942,0.011856759725945451
CYP2D6,CYP,Dog,Stomach,2,3.985950005308175e-4,3.985950005308175e-4,6.595467940921267e-4
CYP2D6,CYP,Dog,Thymus,1,0.014007664182774458,0.014007664182774458,0.014007664182774458
CYP2D6,CYP,Dog,Thyroid,2,7.046124862019134e-4,7.046124862019134e-4,0.0010355695490446488
CYP2D6,CYP,Dog,Tongue,1,0.0018869122594604131,0.0018869122594604131,0.0018869122594604131
CYP2D6,CYP,Dog,Undefined,8,0.00149966954940717,9.399802333372176e-4,0.004944181529187114
CYP2D6,CYP,Dog,UpperIleum,2,1.618765129863116e-4,1.618765129863116e-4,2.0992420885666794e-4
CYP2D6,CYP,Dog,UpperJejunum,2,1.618765129863116e-4,1.618765129863116e-4,2.0992420885666794e-4
CYP2D6,CYP,Rat,Brain,21,0.0011583537031318097,7.013167440344866e-4,0.006525251491913578
CYP2D6,CYP,Rat,Caecum,15,0.004147341313800647,0.0038380083992550426,0.011075666601080468
CYP2D6,CYP,Rat,ColonAscendens,15,0.004147341313800647,0.0038380083992550426,0.011075666601080468
CYP2D6,CYP,Rat,ColonDescendens,15,0.004147341313800647,0.0038380083992550426,0.011075666601080468
CYP2D6,CYP,Rat,ColonSigmoid,15,0.004147341313800647,0.0038380083992550426,0.011075666601080468
CYP2D6,CYP,Rat,ColonTransversum,15,0.004147341313800647,0.0038380083992550426,0.011075666601080468
CYP2D6,CYP,Rat,Duodenum,3,0.005013677108410695,0.00453119760695038,0.006485100089612141
CYP2D6,CYP,Rat,Esophagus,1,0.0023238211291753347,0.0023238211291753347,0.0023238211291753347
CYP2D6,CYP,Rat,Fat,2,0.002231861676861684,0.002231861676861684,0.002904291331183301
CYP2D6,CYP,Rat,Gonads,41,0.00352561647453904,0.002098725764163119,0.021019572908868276
CYP2D6,CYP,Rat,Heart,13,0.0014083661349084046,0.001413350332277271,0.0035376774173922405
CYP2D6,CYP,Rat,Kidney,95,0.03210713168469656,0.028167207171642828,0.11261541427688411
CYP2D6,CYP,Rat,LargeIntestine,15,0.004147341313800647,0.0038380083992550426,0.011075666601080468
CYP2D6,CYP,Rat,LowerIleum,3,0.004712943402047041,0.003049788272018097,0.010025984264885884
CYP2D6,CYP,Rat,LowerJejunum,3,0.006752949737293405,0.006601679078636128,0.010425267165258656
CYP2D6,CYP,Rat,Lung,6,0.0783676142601193,0.036735034451244,0.2932053838430736
CYP2D6,CYP,Rat,Muscle,23,0.0016044730667363267,0.0011336329814166492,0.006313945270475541
CYP2D6,CYP,Rat,Myometrium,4,0.048370085779162166,0.04670581996047616,0.08420954177810823
CYP2D6,CYP,Rat,Pancreas,3,0.060426669393115556,0.05786723525219883,0.08673598588705306
CYP2D6,CYP,Rat,Pericentral,144,0.40245090673104883,0.46258864404728517,1
CYP2D6,CYP,Rat,Periportal,144,0.40245090673104883,0.46258864404728517,1
CYP2D6,CYP,Rat,Rectum,15,0.004147341313800647,0.0038380083992550426,0.011075666601080468
CYP2D6,CYP,Rat,Skin,2,0.003127770656769198,0.003127770656769198,0.0058363111470916
CYP2D6,CYP,Rat,SmallIntestine,9,0.0054931900825837135,0.00453119760695038,0.010425267165258656
CYP2D6,CYP,Rat,Spleen,3,0.011028829916883438,0.009395391065160024,0.022534929817370236
CYP2D6,CYP,Rat,Stomach,3,7.703221525858592e-4,7.994351121376784e-4,0.001110837051651755
CYP2D6,CYP,Rat,Thymus,2,0.001743880440696724,0.001743880440696724,0.0020037213434039173
CYP2D6,CYP,Rat,Thyroid,1,0.01414286497052788,0.01414286497052788,0.01414286497052788
CYP2D6,CYP,Rat,UpperIleum,3,0.004712943402047041,0.003049788272018097,0.010025984264885884
CYP2D6,CYP,Rat,UpperJejunum,3,0.006752949737293405,0.006601679078636128,0.010425267165258656
CYP2D6,CYP,Mouse,BloodCells,19,0.0019724782106226866,0.0015851744169829856,0.0058293895126207765
CYP2D6,CYP,Mouse,Bone,42,0.010621540067562952,0.007635852554823327,0.04209548351951392
CYP2D6,CYP,Mouse,Brain,118,0.0012537143716722862,5.269401354743956e-4,0.03258552633840437
CYP2D6,CYP,Mouse,Breasts,2,0.0020831647286023826,0.0020831647286023826,0.00396409824179405
CYP2D6,CYP,Mouse,Caecum,31,0.04670983174080275,0.012592968959042895,0.31617405461044834
CYP2D6,CYP,Mouse,ColonAscendens,31,0.04670983174080275,0.012592968959042895,0.31617405461044834
CYP2D6,CYP,Mouse,ColonDescendens,31,0.04670983174080275,0.012592968959042895,0.31617405461044834
CYP2D6,CYP,Mouse,ColonSigmoid,33,0.04412131365237293,0.012532629957292844,0.31617405461044834
CYP2D6,CYP,Mouse,ColonTransversum,31,0.04670983174080275,0.012592968959042895,0.31617405461044834
CYP2D6,CYP,Mouse,Duodenum,137,0.2638090070087866,0.31602906548080373,0.492711120984331
CYP2D6,CYP,Mouse,Embryo,30,0.026002506304441633,0.003740520998421305,0.12102508713078283
CYP2D6,CYP,Mouse,Esophagus,1,1.910498104839352e-4,1.910498104839352e-4,1.910498104839352e-4
CYP2D6,CYP,Mouse,Eye,1,0.001582596692516483,0.001582596692516483,0.001582596692516483
CYP2D6,CYP,Mouse,Fat,62,0.005828965739355507,0.003183183421360939,0.04058545307028835
CYP2D6,CYP,Mouse,Gonads,126,0.012902474262263187,0.0025463487941199126,0.06943547127481654
CYP2D6,CYP,Mouse,Heart,45,4.712668085673158e-4,2.4383973673391474e-4,0.0038552625203882493
CYP2D6,CYP,Mouse,Kidney,223,0.04782228436306513,0.035130250451126555,0.3127924579351763
CYP2D6,CYP,Mouse,LargeIntestine,33,0.04412131365237293,0.012532629957292844,0.31617405461044834
CYP2D6,CYP,Mouse,LowerIleum,133,0.2616264054268355,0.3163296944573896,0.431521626982412
CYP2D6,CYP,Mouse,LowerJejunum,133,0.2642827219848353,0.3163296944573896,0.431521626982412
CYP2D6,CYP,Mouse,Lung,40,0.012283683451415674,0.0016266113303334355,0.2098296959454429
CYP2D6,CYP,Mouse,Muscle,65,6.244194446102294e-4,4.434589984208929e-4,0.0038378441634348494
CYP2D6,CYP,Mouse,Pancreas,16,0.014243078387847045,0.004257494653484399,0.06476350485854938
CYP2D6,CYP,Mouse,Pericentral,320,0.25531381387069,0.2528161338864095,1
CYP2D6,CYP,Mouse,Periportal,320,0.25531381387069,0.2528161338864095,1
CYP2D6,CYP,Mouse,Placenta,8,0.0025353730018769713,7.347718081571891e-4,0.014760974981131499
CYP2D6,CYP,Mouse,Plasma,5,1.9251219592403935e-4,1.8035173763749794e-4,2.4627251711703405e-4
CYP2D6,CYP,Mouse,Rectum,31,0.04670983174080275,0.012592968959042895,0.31617405461044834
CYP2D6,CYP,Mouse,Skin,30,0.0024230863407779953,0.0012680915416819123,0.013841122804094406
CYP2D6,CYP,Mouse,SmallIntestine,143,0.2557713287997135,0.3150515990913754,0.492711120984331
CYP2D6,CYP,Mouse,Spleen,26,0.006219285107642819,0.003083418904710319,0.0756576791116939
CYP2D6,CYP,Mouse,Stomach,15,0.00861277192813622,0.00959548498179514,0.027451640844511717
CYP2D6,CYP,Mouse,Thymus,9,0.0021348726529885325,9.952251621730165e-4,0.00801483194588659
CYP2D6,CYP,Mouse,Thyroid,2,2.0424371565807675e-4,2.0424371565807675e-4,2.2249740716857172e-4
CYP2D6,CYP,Mouse,Undefined,10,9.807507896609918e-4,5.744190978790094e-4,0.004525983443615337
CYP2D6,CYP,Mouse,UpperIleum,133,0.2616264054268355,0.3163296944573896,0.431521626982412
CYP2D6,CYP,Mouse,UpperJejunum,133,0.2642827219848353,0.3163296944573896,0.431521626982412
CYP2E1,CYP,Human,BloodCells,438,8.202042875775941e-4,2.1304188268336072e-4,0.046379738917167894
CYP2E1,CYP,Human,Bone,14,0.0012252387093822936,5.35521123924033e-4,0.00530776513700956
CYP2E1,CYP,Human,Brain,1612,0.0015275191195043506,0.0011217322895456794,0.014109520363312473
CYP2E1,CYP,Human,Breasts,41,6.444905591173719e-4,5.573619159112922e-4,0.002127153787524808
CYP2E1,CYP,Human,Caecum,30,6.156475374042848e-4,1.2020987894645265e-4,0.004414730666173806
CYP2E1,CYP,Human,Cartilage,15,0.0011974887488821226,0.0011210103326650934,0.00334834658568053
CYP2E1,CYP,Human,ColonAscendens,30,6.156475374042848e-4,1.2020987894645265e-4,0.004414730666173806
CYP2E1,CYP,Human,ColonDescendens,30,6.156475374042848e-4,1.2020987894645265e-4,0.004414730666173806
CYP2E1,CYP,Human,ColonSigmoid,139,7.644788895666631e-4,6.017451927199976e-4,0.004414730666173806
CYP2E1,CYP,Human,ColonTransversum,152,4.2066509301927053e-4,2.9916341474623884e-4,0.004414730666173806
CYP2E1,CYP,Human,Duodenum,23,7.236430545906984e-4,2.3135893512777443e-4,0.004414730666173806
CYP2E1,CYP,Human,Embryo,44,5.65913995275085e-4,4.1568993003804876e-4,0.0018772665705960258
CYP2E1,CYP,Human,Endometrium,163,9.621867841804869e-4,8.782692244459387e-4,0.003792666795824924
CYP2E1,CYP,Human,Esophagus,20,0.002429815734238578,0.0026084679576130164,0.003969859312460151
CYP2E1,CYP,Human,Eye,44,4.834495413476763e-4,3.238960404588529e-4,0.0012386895093414946
CYP2E1,CYP,Human,Fat,768,2.6037281508629526e-4,2.0599999767598805e-4,0.0020226373507446485
CYP2E1,CYP,Human,GallBladder,7,6.31127890521389e-4,6.600531074266907e-4,7.601528799781339e-4
CYP2E1,CYP,Human,Gonads,389,0.0017134978048423206,0.0013743783334813331,0.0838740904977736
CYP2E1,CYP,Human,Heart,303,1.9782440919628334e-4,1.0328824531635237e-4,0.006359737650898381
CYP2E1,CYP,Human,Kidney,104,0.0011942367716670686,4.0910902348290036e-4,0.0152760055322616
CYP2E1,CYP,Human,LargeIntestine,270,5.720461188529168e-4,4.205013448598466e-4,0.004414730666173806
CYP2E1,CYP,Human,LowerIleum,19,8.345409131263989e-4,2.4295813042324728e-4,0.004414730666173806
CYP2E1,CYP,Human,LowerJejunum,19,8.345409131263989e-4,2.4295813042324728e-4,0.004414730666173806
CYP2E1,CYP,Human,Lung,67,5.559543733172264e-4,4.622808888870957e-4,0.0027921620383287117
CYP2E1,CYP,Human,LymphNode,104,7.922909758840336e-4,3.2593697471268104e-4,0.013804676992926765
CYP2E1,CYP,Human,Muscle,398,1.5039458115725815e-4,1.1828298912184239e-4,0.001386898539927084
CYP2E1,CYP,Human,Myometrium,58,7.2508164038455e-4,5.359259710870509e-4,0.002285953241760608
CYP2E1,CYP,Human,Pancreas,144,0.0015080608078419753,0.0014923970066558533,0.006315518955284921
CYP2E1,CYP,Human,Pericentral,134,0.24186210018736287,0.1927711368434093,1
CYP2E1,CYP,Human,Periportal,134,0.24186210018736287,0.1927711368434093,1
CYP2E1,CYP,Human,Placenta,10,2.609548421194554e-4,2.0298385398225414e-4,7.727623779955541e-4
CYP2E1,CYP,Human,Plasma,315,7.016336312685476e-4,6.574122454297719e-4,0.0019173026943116634
CYP2E1,CYP,Human,Rectum,29,5.931705981398071e-4,1.1137205970099795e-4,0.004414730666173806
CYP2E1,CYP,Human,SalivaryGland,53,6.994578498226243e-4,5.889408079055663e-4,0.002137342132896725
CYP2E1,CYP,Human,Skin,442,0.002260675269895869,0.002063018936828349,0.00685417810524871
CYP2E1,CYP,Human,SmallIntestine,23,7.236430545906984e-4,2.3135893512777443e-4,0.004414730666173806
CYP2E1,CYP,Human,Spleen,88,0.002300565725937715,8.04101523795005e-4,0.12471479241463838
CYP2E1,CYP,Human,Stomach,143,8.702044921855306e-4,8.044344068455112e-4,0.004509394028493809
CYP2E1,CYP,Human,Thyroid,203,8.462314818053886e-4,8.019233409069491e-4,0.0023988122909716293
CYP2E1,CYP,Human,Undefined,316,6.749579836992482e-4,5.210442124915793e-4,0.009291332058199629
CYP2E1,CYP,Human,UpperIleum,19,8.345409131263989e-4,2.4295813042324728e-4,0.004414730666173806
CYP2E1,CYP,Human,UpperJejunum,19,8.345409131263989e-4,2.4295813042324728e-4,0.004414730666173806
CYP2E1,CYP,Macaque,Brain,495,9.614231856915684e-4,7.421390146443505e-4,0.0071118556968654744
CYP2E1,CYP,Macaque,Caecum,1,1.761738002548997e-4,1.761738002548997e-4,1.761738002548997e-4
CYP2E1,CYP,Macaque,ColonAscendens,1,1.761738002548997e-4,1.761738002548997e-4,1.761738002548997e-4
CYP2E1,CYP,Macaque,ColonDescendens,1,1.761738002548997e-4,1.761738002548997e-4,1.761738002548997e-4
CYP2E1,CYP,Macaque,ColonSigmoid,1,1.761738002548997e-4,1.761738002548997e-4,1.761738002548997e-4
CYP2E1,CYP,Macaque,ColonTransversum,1,1.761738002548997e-4,1.761738002548997e-4,1.761738002548997e-4
CYP2E1,CYP,Macaque,Fibroblast,4,1.506686985730754e-4,1.501494861312946e-4,2.733913164602543e-4
CYP2E1,CYP,Macaque,Gonads,47,0.0051019065460370435,0.004415839268124693,0.021323246537812174
CYP2E1,CYP,Macaque,Heart,43,8.982269858556352e-4,2.2724569917321915e-4,0.013302859392662745
CYP2E1,CYP,Macaque,Kidney,51,3.4880973447835514e-4,2.2131128245456096e-4,0.0027747876281068486
CYP2E1,CYP,Macaque,LargeIntestine,1,1.761738002548997e-4,1.761738002548997e-4,1.761738002548997e-4
CYP2E1,CYP,Macaque,LowerIleum,1,0.0018480710451273738,0.0018480710451273738,0.0018480710451273738
CYP2E1,CYP,Macaque,Lung,7,0.005231334930434922,0.0013465524495129791,0.01935380733657422
CYP2E1,CYP,Macaque,Muscle,8,5.086311945979913e-4,3.317371418237767e-4,0.0012532283676486343
CYP2E1,CYP,Macaque,Pericentral,85,0.3903119915490859,0.3678682201995015,1
CYP2E1,CYP,Macaque,Periportal,85,0.3903119915490859,0.3678682201995015,1
CYP2E1,CYP,Macaque,Rectum,1,1.761738002548997e-4,1.761738002548997e-4,1.761738002548997e-4
CYP2E1,CYP,Macaque,SmallIntestine,1,0.0018480710451273738,0.0018480710451273738,0.0018480710451273738
CYP2E1,CYP,Macaque,Spleen,3,3.112631899415103e-4,3.8217784065964236e-4,4.2714040839426145e-4
CYP2E1,CYP,Macaque,Undefined,2,6.346946720928212e-5,6.346946720928212e-5,7.786413956056917e-5
CYP2E1,CYP,Macaque,UpperIleum,1,0.0018480710451273738,0.0018480710451273738,0.0018480710451273738
CYP2E1,CYP,Dog,BloodCells,1,0.002463360615010755,0.002463360615010755,0.002463360615010755
CYP2E1,CYP,Dog,Brain,9,0.002344478568849422,8.731685342174225e-4,0.013302511002142588
CYP2E1,CYP,Dog,Caecum,6,8.209390179447105e-5,6.483124337292087e-5,2.2119483547080723e-4
CYP2E1,CYP,Dog,ColonAscendens,6,8.209390179447105e-5,6.483124337292087e-5,2.2119483547080723e-4
CYP2E1,CYP,Dog,ColonDescendens,6,8.209390179447105e-5,6.483124337292087e-5,2.2119483547080723e-4
CYP2E1,CYP,Dog,ColonSigmoid,6,8.209390179447105e-5,6.483124337292087e-5,2.2119483547080723e-4
CYP2E1,CYP,Dog,ColonTransversum,6,8.209390179447105e-5,6.483124337292087e-5,2.2119483547080723e-4
CYP2E1,CYP,Dog,Fat,4,4.173003209495909e-4,3.2323913905034634e-4,9.792234019320892e-4
CYP2E1,CYP,Dog,Gonads,22,9.608307431901138e-4,9.184283404729042e-4,0.002360367228429657
CYP2E1,CYP,Dog,Heart,9,2.3977828374566946e-4,2.9934062600706513e-4,6.339837076113948e-4
CYP2E1,CYP,Dog,Kidney,8,2.1761058852986717e-4,2.2195339975801675e-4,3.938480415659113e-4
CYP2E1,CYP,Dog,LargeIntestine,6,8.209390179447105e-5,6.483124337292087e-5,2.2119483547080723e-4
CYP2E1,CYP,Dog,Lung,10,8.735081460967139e-4,8.186544266546301e-4,0.0019029583921463156
CYP2E1,CYP,Dog,Muscle,6,6.05964306428041e-4,3.5386424562794465e-4,0.001483721818506575
CYP2E1,CYP,Dog,Pancreas,2,0.0043425327164115495,0.0043425327164115495,0.008658577455181594
CYP2E1,CYP,Dog,Pericentral,28,0.594058123272134,0.6611971270944648,1
CYP2E1,CYP,Dog,Periportal,28,0.594058123272134,0.6611971270944648,1
CYP2E1,CYP,Dog,Rectum,6,8.209390179447105e-5,6.483124337292087e-5,2.2119483547080723e-4
